盛行風向 (度) - 南丫島
Prevailing Wind Direction (°) - Lamma Island
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2021,12,23,090,C
2021,12,24,090,C
2021,12,25,090,C
2021,12,26,360,C
2021,12,27,340,C
2021,12,28,330,C
2021,12,29,320,C
2021,12,30,330,C
2021,12,31,090,C
2022,1,1,080,C
2022,1,2,100,C
2022,1,3,100,C
2022,1,4,090,C
2022,1,5,090,C
2022,1,6,100,C
2022,1,7,090,C
2022,1,8,080,C
2022,1,9,090,C
2022,1,10,100,C
2022,1,11,320,C
2022,1,12,080,C
2022,1,13,340,C
2022,1,14,090,C
2022,1,15,090,C
2022,1,16,090,C
2022,1,17,100,C
2022,1,18,330,C
2022,1,19,320,C
2022,1,20,100,C
2022,1,21,090,C
2022,1,22,090,C
2022,1,23,090,C
2022,1,24,090,C
2022,1,25,090,C
2022,1,26,100,C
2022,1,27,110,C
2022,1,28,090,C
2022,1,29,100,C
2022,1,30,320,C
2022,1,31,070,C
2022,2,1,330,C
2022,2,2,330,C
2022,2,3,330,C
2022,2,4,320,C
2022,2,5,080,C
2022,2,6,080,C
2022,2,7,090,C
2022,2,8,080,C
2022,2,9,330,C
2022,2,10,090,C
2022,2,11,100,C
2022,2,12,100,C
2022,2,13,330,C
2022,2,14,320,C
2022,2,15,090,C
2022,2,16,090,C
2022,2,17,090,C
2022,2,18,090,C
2022,2,19,330,C
2022,2,20,340,C
2022,2,21,330,C
2022,2,22,330,C
2022,2,23,320,C
2022,2,24,320,C
2022,2,25,340,C
2022,2,26,100,C
2022,2,27,100,C
2022,2,28,100,C
2022,3,1,100,C
2022,3,2,090,C
2022,3,3,090,C
2022,3,4,310,C
2022,3,5,220,C
2022,3,6,090,C
2022,3,7,320,C
2022,3,8,100,C
2022,3,9,090,C
2022,3,10,100,C
2022,3,11,100,C
2022,3,12,100,C
2022,3,13,100,C
2022,3,14,220,C
2022,3,15,100,C
2022,3,16,100,C
2022,3,17,240,C
2022,3,18,230,C
2022,3,19,100,C
2022,3,20,090,C
2022,3,21,100,C
2022,3,22,110,C
2022,3,23,330,C
2022,3,24,090,C
2022,3,25,100,C
2022,3,26,200,C
2022,3,27,330,C
2022,3,28,090,C
2022,3,29,080,C
2022,3,30,100,C
2022,3,31,090,C
2022,4,1,090,C
2022,4,2,340,C
2022,4,3,360,C
2022,4,4,100,C
2022,4,5,090,C
2022,4,6,110,C
2022,4,7,100,C
2022,4,8,090,C
2022,4,9,100,C
2022,4,10,100,C
2022,4,11,110,C
2022,4,12,110,C
2022,4,13,220,C
2022,4,14,330,C
2022,4,15,090,C
2022,4,16,090,C
2022,4,17,090,C
2022,4,18,330,C
2022,4,19,330,C
2022,4,20,090,C
2022,4,21,110,C
2022,4,22,100,C
2022,4,23,110,C
2022,4,24,120,C
2022,4,25,110,C
2022,4,26,110,C
2022,4,27,100,C
2022,4,28,100,C
2022,4,29,090,C
2022,4,30,090,C
2022,5,1,340,C
2022,5,2,330,C
2022,5,3,080,C
2022,5,4,080,C
2022,5,5,100,C
2022,5,6,090,C
2022,5,7,100,C
2022,5,8,090,C
2022,5,9,100,C
2022,5,10,100,C
2022,5,11,110,C
2022,5,12,210,C
2022,5,13,220,C
2022,5,14,100,C
2022,5,15,090,C
2022,5,16,360,C
2022,5,17,100,C
2022,5,18,090,C
2022,5,19,100,C
2022,5,20,210,C
2022,5,21,100,C
2022,5,22,090,C
2022,5,23,090,C
2022,5,24,090,C
2022,5,25,100,C
2022,5,26,100,C
2022,5,27,120,C
2022,5,28,120,C
2022,5,29,120,C
2022,5,30,110,C
2022,5,31,110,C
2022,6,1,210,C
2022,6,2,220,C
2022,6,3,210,C
2022,6,4,210,C
2022,6,5,210,C
2022,6,6,210,C
2022,6,7,210,C
2022,6,8,100,C
2022,6,9,110,C
2022,6,10,120,C
2022,6,11,110,C
2022,6,12,210,C
2022,6,13,210,C
2022,6,14,210,C
2022,6,15,120,C
2022,6,16,210,C
2022,6,17,210,C
2022,6,18,210,C
2022,6,19,110,C
2022,6,20,220,C
2022,6,21,120,C
2022,6,22,100,C
2022,6,23,100,C
2022,6,24,230,C
2022,6,25,220,C
2022,6,26,220,C
2022,6,27,230,C
2022,6,28,100,C
2022,6,29,090,C
2022,6,30,090,C
2022,7,1,090,C
2022,7,2,110,C
2022,7,3,140,C
2022,7,4,210,C
2022,7,5,210,C
2022,7,6,210,C
2022,7,7,110,C
2022,7,8,100,C
2022,7,9,100,C
2022,7,10,100,C
2022,7,11,100,C
2022,7,12,090,C
2022,7,13,120,C
2022,7,14,220,C
2022,7,15,220,C
2022,7,16,210,#
2022,7,17,***,
2022,7,18,110,#
2022,7,19,130,C
2022,7,20,110,C
2022,7,21,110,C
2022,7,22,220,C
2022,7,23,220,C
2022,7,24,220,C
2022,7,25,220,C
2022,7,26,220,C
2022,7,27,220,C
2022,7,28,220,C
2022,7,29,220,C
2022,7,30,320,C
2022,7,31,220,C
2022,8,1,220,C
2022,8,2,230,C
2022,8,3,090,C
2022,8,4,110,C
2022,8,5,090,C
2022,8,6,080,C
2022,8,7,090,C
2022,8,8,100,C
2022,8,9,100,C
2022,8,10,100,C
2022,8,11,100,C
2022,8,12,090,C
2022,8,13,100,C
2022,8,14,220,C
2022,8,15,220,C
2022,8,16,100,C
2022,8,17,100,C
2022,8,18,090,C
2022,8,19,100,C
2022,8,20,110,C
2022,8,21,100,C
2022,8,22,230,C
2022,8,23,300,C
2022,8,24,080,C
2022,8,25,110,C
2022,8,26,110,C
2022,8,27,220,C
2022,8,28,100,C
2022,8,29,100,C
2022,8,30,230,C
2022,8,31,340,C
2022,9,1,010,C
2022,9,2,330,C
2022,9,3,320,C
2022,9,4,320,C
2022,9,5,340,C
2022,9,6,100,C
2022,9,7,090,C
2022,9,8,100,C
2022,9,9,090,C
2022,9,10,080,C
2022,9,11,220,C
2022,9,12,100,C
2022,9,13,100,C
2022,9,14,300,C
2022,9,15,210,C
2022,9,16,100,C
2022,9,17,220,C
2022,9,18,230,C
2022,9,19,330,C
2022,9,20,090,C
2022,9,21,090,C
2022,9,22,090,C
2022,9,23,090,C
2022,9,24,090,C
2022,9,25,090,C
2022,9,26,090,C
2022,9,27,090,C
2022,9,28,090,C
2022,9,29,100,C
2022,9,30,090,C
2022,10,1,090,C
2022,10,2,100,C
2022,10,3,090,C
2022,10,4,090,C
2022,10,5,100,C
2022,10,6,090,C
2022,10,7,090,C
2022,10,8,090,C
2022,10,9,080,C
2022,10,10,340,C
2022,10,11,330,C
2022,10,12,080,C
2022,10,13,090,C
2022,10,14,080,C
2022,10,15,320,C
2022,10,16,330,C
2022,10,17,330,C
2022,10,18,360,C
2022,10,19,070,C
2022,10,20,090,C
2022,10,21,090,C
2022,10,22,330,C
2022,10,23,100,C
2022,10,24,090,C
2022,10,25,090,C
2022,10,26,090,C
2022,10,27,090,C
2022,10,28,100,C
2022,10,29,100,C
2022,10,30,360,C
2022,10,31,330,C
2022,11,1,330,C
2022,11,2,330,C
2022,11,3,100,C
2022,11,4,090,C
2022,11,5,070,C
2022,11,6,360,C
2022,11,7,330,C
2022,11,8,090,C
2022,11,9,100,C
2022,11,10,090,C
2022,11,11,090,C
2022,11,12,090,C
2022,11,13,100,C
2022,11,14,090,C
2022,11,15,100,C
2022,11,16,090,C
2022,11,17,090,C
2022,11,18,090,C
2022,11,19,090,C
2022,11,20,090,C
2022,11,21,090,C
2022,11,22,090,C
2022,11,23,090,C
2022,11,24,090,C
2022,11,25,090,C
2022,11,26,090,C
2022,11,27,090,C
2022,11,28,110,C
2022,11,29,100,C
2022,11,30,350,C
2022,12,1,330,C
2022,12,2,330,C
2022,12,3,330,C
2022,12,4,320,C
2022,12,5,320,C
2022,12,6,330,C
2022,12,7,330,C
2022,12,8,010,C
2022,12,9,320,C
2022,12,10,330,C
2022,12,11,330,C
2022,12,12,330,C
2022,12,13,330,C
2022,12,14,330,C
2022,12,15,330,C
2022,12,16,330,C
2022,12,17,340,C
2022,12,18,010,C
2022,12,19,350,C
2022,12,20,080,C
2022,12,21,330,C
2022,12,22,360,C
2022,12,23,360,C
2022,12,24,090,C
2022,12,25,090,C
2022,12,26,070,C
2022,12,27,090,C
2022,12,28,070,C
2022,12,29,330,C
2022,12,30,330,C
2022,12,31,330,C
2023,1,1,330,C
2023,1,2,330,C
2023,1,3,330,C
2023,1,4,090,C
2023,1,5,090,C
2023,1,6,100,C
2023,1,7,330,C
2023,1,8,080,C
2023,1,9,090,C
2023,1,10,340,C
2023,1,11,090,C
2023,1,12,090,C
2023,1,13,100,C
2023,1,14,220,C
2023,1,15,320,C
2023,1,16,330,C
2023,1,17,330,C
2023,1,18,330,C
2023,1,19,330,C
2023,1,20,320,C
2023,1,21,100,C
2023,1,22,100,C
2023,1,23,100,C
2023,1,24,010,C
2023,1,25,080,C
2023,1,26,090,C
2023,1,27,330,C
2023,1,28,340,C
2023,1,29,360,C
2023,1,30,100,C
2023,1,31,090,C
2023,2,1,090,C
2023,2,2,100,C
2023,2,3,090,C
2023,2,4,090,C
2023,2,5,090,C
2023,2,6,100,C
2023,2,7,100,C
2023,2,8,090,C
2023,2,9,090,C
2023,2,10,100,C
2023,2,11,090,C
2023,2,12,090,C
2023,2,13,100,C
2023,2,14,320,C
2023,2,15,340,C
2023,2,16,090,C
2023,2,17,090,C
2023,2,18,100,C
2023,2,19,100,C
2023,2,20,090,C
2023,2,21,090,C
2023,2,22,090,C
2023,2,23,090,C
2023,2,24,080,C
2023,2,25,360,C
2023,2,26,090,C
2023,2,27,090,C
2023,2,28,090,C
2023,3,1,100,C
2023,3,2,090,C
2023,3,3,090,C
2023,3,4,090,C
2023,3,5,090,C
2023,3,6,090,C
2023,3,7,090,C
2023,3,8,100,C
2023,3,9,100,C
2023,3,10,100,C
2023,3,11,100,C
2023,3,12,100,C
2023,3,13,360,C
2023,3,14,090,C
2023,3,15,110,C
2023,3,16,100,C
2023,3,17,090,C
2023,3,18,100,C
2023,3,19,090,C
2023,3,20,100,C
2023,3,21,110,C
2023,3,22,120,C
2023,3,23,110,C
2023,3,24,110,C
2023,3,25,100,C
2023,3,26,090,C
2023,3,27,090,C
2023,3,28,090,C
2023,3,29,090,C
2023,3,30,090,C
2023,3,31,090,C
2023,4,1,090,C
2023,4,2,090,C
2023,4,3,090,C
2023,4,4,110,C
2023,4,5,110,C
2023,4,6,110,C
2023,4,7,320,C
2023,4,8,090,C
2023,4,9,090,C
2023,4,10,100,C
2023,4,11,100,C
2023,4,12,100,C
2023,4,13,100,C
2023,4,14,110,C
2023,4,15,320,C
2023,4,16,120,C
2023,4,17,100,C
2023,4,18,120,C
2023,4,19,120,C
2023,4,20,100,C
2023,4,21,100,C
2023,4,22,090,C
2023,4,23,090,C
2023,4,24,100,C
2023,4,25,320,C
2023,4,26,320,C
2023,4,27,090,C
2023,4,28,100,C
2023,4,29,230,C
2023,4,30,320,C
2023,5,1,090,C
2023,5,2,100,C
2023,5,3,100,C
2023,5,4,100,C
2023,5,5,120,C
2023,5,6,110,C
2023,5,7,100,C
2023,5,8,350,C
2023,5,9,090,C
2023,5,10,090,C
2023,5,11,090,C
2023,5,12,090,C
2023,5,13,330,C
2023,5,14,090,C
2023,5,15,220,C
2023,5,16,100,C
2023,5,17,100,C
2023,5,18,200,C
2023,5,19,100,C
2023,5,20,110,C
2023,5,21,210,C
2023,5,22,210,C
2023,5,23,090,C
2023,5,24,090,C
2023,5,25,090,C
2023,5,26,100,C
2023,5,27,100,C
2023,5,28,100,C
2023,5,29,230,C
2023,5,30,220,C
2023,5,31,120,C
2023,6,1,330,C
2023,6,2,210,C
2023,6,3,100,C
2023,6,4,090,C
2023,6,5,100,C
2023,6,6,090,C
2023,6,7,100,C
2023,6,8,120,C
2023,6,9,090,C
2023,6,10,100,C
2023,6,11,100,C
2023,6,12,100,C
2023,6,13,120,C
2023,6,14,210,C
2023,6,15,110,C
2023,6,16,200,C
2023,6,17,100,C
2023,6,18,110,C
2023,6,19,210,C
2023,6,20,210,C
2023,6,21,220,C
2023,6,22,210,C
2023,6,23,210,C
2023,6,24,140,C
2023,6,25,100,C
2023,6,26,090,C
2023,6,27,090,C
2023,6,28,090,C
2023,6,29,110,C
2023,6,30,210,C
2023,7,1,210,C
2023,7,2,090,C
2023,7,3,210,C
2023,7,4,210,C
2023,7,5,210,C
2023,7,6,220,C
2023,7,7,210,C
2023,7,8,220,C
2023,7,9,220,C
2023,7,10,220,C
2023,7,11,230,C
2023,7,12,210,C
2023,7,13,090,C
2023,7,14,230,C
2023,7,15,090,C
2023,7,16,070,C
2023,7,17,100,C
2023,7,18,110,C
2023,7,19,100,C
2023,7,20,100,C
2023,7,21,230,C
2023,7,22,090,C
2023,7,23,090,C
2023,7,24,090,C
2023,7,25,230,C
2023,7,26,090,C
2023,7,27,320,C
2023,7,28,210,C
2023,7,29,210,C
2023,7,30,090,C
2023,7,31,090,C
2023,8,1,090,C
2023,8,2,110,C
2023,8,3,210,C
2023,8,4,210,C
2023,8,5,230,C
2023,8,6,230,C
2023,8,7,230,C
2023,8,8,230,C
2023,8,9,230,C
2023,8,10,090,C
2023,8,11,230,C
2023,8,12,210,C
2023,8,13,210,C
2023,8,14,210,C
2023,8,15,210,C
2023,8,16,220,C
2023,8,17,240,C
2023,8,18,220,C
2023,8,19,120,C
2023,8,20,100,C
2023,8,21,090,C
2023,8,22,090,C
2023,8,23,090,C
2023,8,24,090,C
2023,8,25,110,C
2023,8,26,090,C
2023,8,27,090,C
2023,8,28,090,C
2023,8,29,330,C
2023,8,30,320,C
2023,8,31,320,C
2023,9,1,320,C
2023,9,2,100,C
2023,9,3,100,C
2023,9,4,330,C
2023,9,5,330,C
2023,9,6,220,C
2023,9,7,110,C
2023,9,8,090,C
2023,9,9,100,C
2023,9,10,100,C
2023,9,11,090,C
2023,9,12,100,C
2023,9,13,100,C
2023,9,14,090,C
2023,9,15,090,C
2023,9,16,090,C
2023,9,17,090,C
2023,9,18,090,C
2023,9,19,090,C
2023,9,20,220,C
2023,9,21,220,C
2023,9,22,110,C
2023,9,23,090,C
2023,9,24,090,C
2023,9,25,090,C
2023,9,26,090,C
2023,9,27,090,C
2023,9,28,090,C
2023,9,29,100,C
2023,9,30,120,C
2023,10,1,100,C
2023,10,2,100,C
2023,10,3,220,C
2023,10,4,320,C
2023,10,5,330,C
2023,10,6,330,C
2023,10,7,330,C
2023,10,8,330,C
2023,10,9,090,C
2023,10,10,070,C
2023,10,11,350,C
2023,10,12,080,C
2023,10,13,360,C
2023,10,14,340,C
2023,10,15,090,C
2023,10,16,080,C
2023,10,17,080,C
2023,10,18,090,C
2023,10,19,090,C
2023,10,20,090,C
2023,10,21,350,C
2023,10,22,080,C
2023,10,23,100,C
2023,10,24,100,C
2023,10,25,090,C
2023,10,26,100,C
2023,10,27,100,C
2023,10,28,090,C
2023,10,29,090,C
2023,10,30,080,C
2023,10,31,090,C
2023,11,1,080,C
2023,11,2,100,C
2023,11,3,100,C
2023,11,4,090,C
2023,11,5,100,C
2023,11,6,360,C
2023,11,7,090,C
2023,11,8,090,C
2023,11,9,090,C
2023,11,10,090,C
2023,11,11,090,C
2023,11,12,090,C
2023,11,13,350,C
2023,11,14,340,C
2023,11,15,080,C
2023,11,16,330,C
2023,11,17,340,C
2023,11,18,360,C
2023,11,19,080,C
2023,11,20,090,C
2023,11,21,090,C
2023,11,22,110,C
2023,11,23,100,C
2023,11,24,090,C
2023,11,25,030,C
2023,11,26,020,C
2023,11,27,020,C
2023,11,28,030,C
2023,11,29,030,C
2023,11,30,020,C
2023,12,1,360,C
2023,12,2,360,C
2023,12,3,090,C
2023,12,4,310,C
2023,12,5,320,C
2023,12,6,320,C
2023,12,7,330,C
2023,12,8,090,C
2023,12,9,090,C
2023,12,10,100,C
2023,12,11,090,C
2023,12,12,100,C
2023,12,13,090,C
2023,12,14,090,C
2023,12,15,100,C
2023,12,16,330,C
2023,12,17,340,C
2023,12,18,060,C
2023,12,19,330,C
2023,12,20,330,C
2023,12,21,340,C
2023,12,22,340,C
2023,12,23,340,C
2023,12,24,330,C
2023,12,25,340,C
2023,12,26,030,C
2023,12,27,100,C
2023,12,28,090,C
2023,12,29,090,C
2023,12,30,090,C
2023,12,31,090,C
2024,1,1,090,C
2024,1,2,090,C
2024,1,3,330,C
2024,1,4,080,C
2024,1,5,090,C
2024,1,6,090,C
2024,1,7,090,C
2024,1,8,180,C
2024,1,9,020,#
2024,1,10,***,
2024,1,11,***,
2024,1,12,***,
2024,1,13,***,
2024,1,14,***,
2024,1,15,100,#
2024,1,16,100,C
2024,1,17,100,C
2024,1,18,110,C
2024,1,19,110,C
2024,1,20,320,C
2024,1,21,340,C
2024,1,22,350,C
2024,1,23,350,C
2024,1,24,340,C
2024,1,25,340,C
2024,1,26,330,C
2024,1,27,340,C
2024,1,28,340,C
2024,1,29,100,C
2024,1,30,110,C
2024,1,31,100,C
2024,2,1,110,C
2024,2,2,110,C
2024,2,3,110,C
2024,2,4,120,C
2024,2,5,110,C
2024,2,6,100,C
2024,2,7,340,C
2024,2,8,340,C
2024,2,9,340,C
2024,2,10,340,C
2024,2,11,110,C
2024,2,12,100,C
2024,2,13,110,C
2024,2,14,120,C
2024,2,15,120,C
2024,2,16,110,C
2024,2,17,100,C
2024,2,18,110,C
2024,2,19,110,C
2024,2,20,120,C
2024,2,21,120,C
2024,2,22,110,C
2024,2,23,100,C
2024,2,24,340,C
2024,2,25,340,C
2024,2,26,340,C
2024,2,27,340,C
2024,2,28,100,C
2024,2,29,330,C
2024,3,1,340,C
2024,3,2,340,C
2024,3,3,100,C
2024,3,4,110,C
2024,3,5,120,C
2024,3,6,340,C
2024,3,7,010,C
2024,3,8,110,C
2024,3,9,090,C
2024,3,10,100,C
2024,3,11,340,C
2024,3,12,110,C
2024,3,13,110,C
2024,3,14,110,C
2024,3,15,100,C
2024,3,16,110,C
2024,3,17,300,C
2024,3,18,110,C
2024,3,19,360,C
2024,3,20,110,C
2024,3,21,110,C
2024,3,22,110,C
2024,3,23,110,C
2024,3,24,130,C
2024,3,25,110,C
2024,3,26,110,C
2024,3,27,110,C
2024,3,28,230,C
2024,3,29,230,C
2024,3,30,120,C
2024,3,31,130,C
2024,4,1,130,C
2024,4,2,120,C
2024,4,3,130,C
2024,4,4,120,C
2024,4,5,120,C
2024,4,6,110,C
2024,4,7,120,C
2024,4,8,330,C
2024,4,9,100,C
2024,4,10,100,C
2024,4,11,120,C
2024,4,12,230,C
2024,4,13,110,C
2024,4,14,120,C
2024,4,15,230,C
2024,4,16,230,C
2024,4,17,220,C
2024,4,18,110,C
2024,4,19,130,C
2024,4,20,130,C
2024,4,21,110,C
2024,4,22,110,C
2024,4,23,130,C
2024,4,24,120,C
2024,4,25,120,C
2024,4,26,220,C
2024,4,27,130,C
2024,4,28,110,C
2024,4,29,120,C
2024,4,30,120,C
2024,5,1,120,C
2024,5,2,100,C
2024,5,3,100,C
2024,5,4,110,C
2024,5,5,130,C
2024,5,6,240,C
2024,5,7,100,C
2024,5,8,110,C
2024,5,9,100,C
2024,5,10,100,C
2024,5,11,110,C
2024,5,12,340,C
2024,5,13,340,C
2024,5,14,100,C
2024,5,15,110,C
2024,5,16,110,C
2024,5,17,110,C
2024,5,18,110,C
2024,5,19,110,C
2024,5,20,100,C
2024,5,21,100,C
2024,5,22,340,C
2024,5,23,120,C
2024,5,24,110,C
2024,5,25,110,C
2024,5,26,110,C
2024,5,27,220,C
2024,5,28,110,C
2024,5,29,100,C
2024,5,30,100,C
2024,5,31,110,C
2024,6,1,230,C
2024,6,2,240,C
2024,6,3,110,C
2024,6,4,100,C
2024,6,5,100,C
2024,6,6,110,C
2024,6,7,100,C
2024,6,8,110,C
2024,6,9,110,C
2024,6,10,110,C
2024,6,11,220,C
2024,6,12,220,C
2024,6,13,220,C
2024,6,14,220,C
2024,6,15,220,C
2024,6,16,220,C
2024,6,17,130,C
2024,6,18,130,C
2024,6,19,130,C
2024,6,20,120,C
2024,6,21,120,C
2024,6,22,120,C
2024,6,23,130,C
2024,6,24,130,C
2024,6,25,130,C
2024,6,26,110,C
2024,6,27,120,C
2024,6,28,130,C
2024,6,29,220,C
2024,6,30,220,C
2024,7,1,220,C
2024,7,2,220,C
2024,7,3,110,C
2024,7,4,120,C
2024,7,5,110,C
2024,7,6,120,C
2024,7,7,130,C
2024,7,8,230,C
2024,7,9,250,C
2024,7,10,120,C
2024,7,11,120,C
2024,7,12,120,C
2024,7,13,110,C
2024,7,14,110,C
2024,7,15,110,C
2024,7,16,110,C
2024,7,17,110,C
2024,7,18,110,C
2024,7,19,110,C
2024,7,20,110,C
2024,7,21,110,C
2024,7,22,110,C
2024,7,23,240,C
2024,7,24,250,C
2024,7,25,250,C
2024,7,26,240,C
2024,7,27,220,C
2024,7,28,110,C
2024,7,29,110,C
2024,7,30,130,C
2024,7,31,110,C
2024,8,1,230,C
2024,8,2,230,C
2024,8,3,230,C
2024,8,4,230,C
2024,8,5,220,C
2024,8,6,240,C
2024,8,7,230,C
2024,8,8,240,#
2024,8,9,230,C
2024,8,10,240,C
2024,8,11,230,C
2024,8,12,220,C
2024,8,13,100,C
2024,8,14,100,C
2024,8,15,100,C
2024,8,16,220,C
2024,8,17,110,C
2024,8,18,220,C
2024,8,19,230,C
2024,8,20,230,C
2024,8,21,220,C
2024,8,22,230,C
2024,8,23,230,C
2024,8,24,230,C
2024,8,25,230,C
2024,8,26,240,C
2024,8,27,230,C
2024,8,28,230,C
2024,8,29,100,C
2024,8,30,110,C
2024,8,31,100,C
2024,9,1,240,C
2024,9,2,240,C
2024,9,3,350,C
2024,9,4,110,C
2024,9,5,080,C
2024,9,6,110,C
2024,9,7,120,C
2024,9,8,110,C
2024,9,9,100,C
2024,9,10,110,C
2024,9,11,110,C
2024,9,12,110,C
2024,9,13,100,C
2024,9,14,350,C
2024,9,15,330,C
2024,9,16,110,C
2024,9,17,110,C
2024,9,18,100,C
2024,9,19,110,C
2024,9,20,110,C
2024,9,21,110,C
2024,9,22,010,C
2024,9,23,360,C
2024,9,24,110,C
2024,9,25,220,C
2024,9,26,240,C
2024,9,27,240,C
2024,9,28,110,C
2024,9,29,230,C
2024,9,30,320,C
2024,10,1,340,C
2024,10,2,340,C
2024,10,3,350,C
2024,10,4,010,C
2024,10,5,010,C
2024,10,6,100,C
2024,10,7,010,C
2024,10,8,350,C
2024,10,9,080,C
2024,10,10,120,C
2024,10,11,100,C
2024,10,12,100,C
2024,10,13,100,C
2024,10,14,110,C
2024,10,15,100,C
2024,10,16,110,C
2024,10,17,110,C
2024,10,18,110,C
2024,10,19,110,C
2024,10,20,110,C
2024,10,21,100,C
2024,10,22,080,C
2024,10,23,340,C
2024,10,24,340,C
2024,10,25,340,C
2024,10,26,080,C
2024,10,27,090,C
2024,10,28,350,C
2024,10,29,090,C
2024,10,30,340,C
2024,10,31,330,C
2024,11,1,340,C
2024,11,2,350,C
2024,11,3,080,C
2024,11,4,120,C
2024,11,5,100,C
2024,11,6,100,C
2024,11,7,100,C
2024,11,8,010,C
2024,11,9,100,C
2024,11,10,080,C
2024,11,11,110,C
2024,11,12,100,C
2024,11,13,340,C
2024,11,14,110,C
2024,11,15,110,C
2024,11,16,110,C
2024,11,17,100,C
2024,11,18,020,C
2024,11,19,010,C
2024,11,20,350,C
2024,11,21,340,C
2024,11,22,350,C
2024,11,23,350,C
2024,11,24,080,C
2024,11,25,090,C
2024,11,26,340,C
2024,11,27,340,C
2024,11,28,360,C
2024,11,29,020,C
2024,11,30,100,C
2024,12,1,110,C
2024,12,2,110,C
2024,12,3,110,C
2024,12,4,110,C
2024,12,5,100,C
2024,12,6,100,C
2024,12,7,340,C
2024,12,8,340,C
2024,12,9,090,C
2024,12,10,100,C
2024,12,11,110,C
2024,12,12,350,C
2024,12,13,340,C
2024,12,14,350,C
2024,12,15,340,C
2024,12,16,010,C
2024,12,17,120,C
2024,12,18,010,C
2024,12,19,010,C
2024,12,20,010,C
2024,12,21,020,C
2024,12,22,010,C
2024,12,23,090,C
2024,12,24,090,C
2024,12,25,340,C
2024,12,26,340,C
2024,12,27,110,C
2024,12,28,020,C
2024,12,29,100,C
2024,12,30,100,C
2024,12,31,340,C
2025,1,1,110,C
2025,1,2,100,C
2025,1,3,100,C
2025,1,4,100,C
2025,1,5,110,C
2025,1,6,110,C
2025,1,7,100,C
2025,1,8,100,C
2025,1,9,110,C
2025,1,10,350,C
2025,1,11,340,C
2025,1,12,010,C
2025,1,13,110,C
2025,1,14,100,C
2025,1,15,020,C
2025,1,16,010,C
2025,1,17,090,C
2025,1,18,110,C
2025,1,19,110,C
2025,1,20,110,C
2025,1,21,100,C
2025,1,22,090,C
2025,1,23,110,C
2025,1,24,110,C
2025,1,25,100,C
2025,1,26,340,C
2025,1,27,350,C
2025,1,28,360,C
2025,1,29,100,C
2025,1,30,100,C
2025,1,31,100,C
2025,2,1,100,C
2025,2,2,110,C
2025,2,3,340,C
2025,2,4,350,C
2025,2,5,100,C
2025,2,6,100,C
2025,2,7,340,C
2025,2,8,350,C
2025,2,9,010,C
2025,2,10,100,C
2025,2,11,120,C
2025,2,12,110,C
2025,2,13,090,C
2025,2,14,120,C
2025,2,15,100,C
2025,2,16,110,C
2025,2,17,100,C
2025,2,18,110,C
2025,2,19,110,C
2025,2,20,100,C
2025,2,21,100,C
2025,2,22,100,C
2025,2,23,340,C
2025,2,24,350,C
2025,2,25,340,C
2025,2,26,340,C
2025,2,27,130,C
2025,2,28,110,C
2025,3,1,110,C
2025,3,2,110,C
2025,3,3,100,C
2025,3,4,110,C
2025,3,5,110,C
2025,3,6,340,C
2025,3,7,350,C
2025,3,8,350,C
2025,3,9,110,C
2025,3,10,110,C
2025,3,11,110,C
2025,3,12,120,C
2025,3,13,110,C
2025,3,14,110,C
2025,3,15,320,C
2025,3,16,350,C
2025,3,17,350,C
2025,3,18,340,C
2025,3,19,110,C
2025,3,20,100,C
2025,3,21,110,C
2025,3,22,120,C
2025,3,23,110,C
2025,3,24,110,#
2025,3,25,120,C
2025,3,26,110,C
2025,3,27,130,C
2025,3,28,120,C
2025,3,29,340,C
2025,3,30,340,C
2025,3,31,330,C
2025,4,1,330,C
2025,4,2,110,C
2025,4,3,100,C
2025,4,4,100,C
2025,4,5,350,C
2025,4,6,110,C
2025,4,7,110,C
2025,4,8,120,C
2025,4,9,240,C
2025,4,10,230,C
2025,4,11,130,C
2025,4,12,140,C
2025,4,13,340,C
2025,4,14,340,C
2025,4,15,110,C
2025,4,16,120,C
2025,4,17,110,C
2025,4,18,130,C
2025,4,19,130,C
2025,4,20,230,C
2025,4,21,120,C
2025,4,22,220,C
2025,4,23,230,C
2025,4,24,220,C
2025,4,25,100,C
2025,4,26,100,C
2025,4,27,110,C
2025,4,28,230,C
2025,4,29,100,C
2025,4,30,110,C
2025,5,1,220,C
2025,5,2,120,C
2025,5,3,100,C
2025,5,4,120,C
2025,5,5,120,C
2025,5,6,230,C
2025,5,7,120,C
2025,5,8,110,C
2025,5,9,110,C
2025,5,10,350,C
2025,5,11,010,C
2025,5,12,110,C
2025,5,13,110,C
2025,5,14,110,C
2025,5,15,110,C
2025,5,16,110,C
2025,5,17,230,C
2025,5,18,230,C
2025,5,19,230,C
2025,5,20,130,C
2025,5,21,120,C
2025,5,22,230,C
2025,5,23,230,C
2025,5,24,330,C
2025,5,25,080,C
2025,5,26,090,C
2025,5,27,110,C
2025,5,28,100,C
2025,5,29,110,C
2025,5,30,110,C
2025,5,31,100,C
2025,6,1,120,C
2025,6,2,220,C
2025,6,3,340,C
2025,6,4,100,C
2025,6,5,110,C
2025,6,6,130,C
2025,6,7,230,C
2025,6,8,230,C
2025,6,9,230,C
2025,6,10,110,C
